Tweet,message,Match,polarity
928,The daycare is expected to serve University of Kentucky HealthCare employees and first responders   ,,neutral
929,RT  montclairstateu  Montclair States NASA Minority University Research and Education Project  MUREP  continues  Professor  JorgeLT000 lea,,neutral
930,RT  PittsburghPG  The University of Pittsburgh says students will have the option of forgoing letter grades this semester  given the upheav,,neutral
931,RT  daytondailynews  Miami University cancels commencement over coronavirus concerns  ,concerns,negative
932,A University of Iowa dentistry student who tested positive for the novel coronavirus reportedly saw a patient on ca  ,"positive, patient",positive
933,Dans la catgorie nouvelle qui n est pas lie  la COVID 19  entente entre la  ETFOeducators et le gouvernement  ,lie,negative
934, SimonPease1  Flomoll The people saying it have usually benefited from free university education and a fully funded NHS,free,positive
935,Accord entre le gouvernement Ford et les enseignants de l lmentaire anglais    ,,neutral
936,I listened to a very insightful education on COVID 19 on  Citi973 today  The resource person was  nkquakyi  a Publi  ,insightful,positive
937,Ditto Yes Canada doing a ton of things    Not called a hoax   Medicare for all   comportment of a Canadian   l  ,hoax,negative
938,Like  Donald Trump levels of deflecting responsibility     ,"like, trump",positive
939,RT  Scotto Voce  those who work in education might find this free course useful  How can you take your teaching online    OpenLearn   Open,"work, free, useful",positive
940,RT  AmmaraFarukh  CoachingProgress Fast Trainings Up Bright Programs Success  Motivation  amp  Inspiration University of Education  Lahore UoE ,"fast, bright, success, inspiration",positive
941,RT  chriswwriter  the communist infiltration of the church is clearly documented but very little has been done to investigate the education,clearly,positive
942,This is grotesque       ,grotesque,negative
943,Thank you   BrandmanU education professor Kimberly Greene for your webinar guiding teachers into the world of onlin  ,thank,positive
944, EDUC387510 My name is Beatriz Castro  I am a Sophomore at the University of Delaware majoring in Elementary Educat  ,,neutral
945, jomitchellxx  Strattyg  hughriminton Youre winning in the the daggy Mum whos a wannabe stakes  Educated  Ah ye  ,"winning, educated",positive
946,CoachingProgress Fast Trainings Up Bright Programs Success  Motivation  amp  Inspiration University of Education  Lahor  ,"fast, bright, success, inspiration",positive
947,42 9  of you got this one correct   MIAAA First Vice President Mark White is an alumnus of the Ohio University Mast  ,"correct, vice",neutral
948,RT  thehelpmatesfo1  Just like many other dreams  the THF dream started within the four walls of a university community  The need to see th,like,positive
949,IPS was represented by its Executive President Khalid Rahman in a conference titled Uniform National Curriculum an  ,,neutral
950,Its pissing me off so much that the news keep taking about year 6s not properly finishing primary school and miss  ,"properly, miss",neutral
951,Montclair States NASA Minority University Research and Education Project  MUREP  continues  Professor  JorgeLT000  ,,neutral
952,University of Arkansas for Medical Sciences has a unique combination of education  research and clinical programs t  ,,neutral
953,shouldnt colleges be partially refunding our tuitions and housing fees  like we understand your pain ok then ref  ,"like, pain",neutral
954, molieredude  MY19641 Stupid ass  I graduated in 94 from the university of Tx  I majored in psychology at the high  ,stupid,negative
955,RT  ellieebanks  Can university students get refunded for the 3rd semester  Basically a full 3k worth of education we arent getting,"refunded, worth",positive
956, aplusk Here in Ontario  Canada they will shortly implement school education through our provincial public tv broadcaster TVO ,,neutral
957,College is expensive  Without aid  college housing and a meal plans is more expensive than ASU s in state tuition   ,expensive,negative
958,Interested in a job in  Spokane  WA  This could be a great fit     Education,great,positive
959,RT  JamesLYucel  THREAD  Our education system needs radical reform 1  Timed examinations are an outdated form of assessment  requiring al,"reform, radical",neutral
960,We hope you and your families are all doing well  Id like to assure you that the C2 Education is here for you and  ,"well, like, assure",positive
961, Home learning activities  offered for P E I  parents to teach kids stuck at home due to COVID 19  ,stuck,negative
962,Mizzou chancellor leaving for University of Central Florida    moleg,,neutral
963, nick thyme  matthew25496877 Curtin university has establish offshore campuses which delivers the same standards of  ,,neutral
964,I need a level of mental stimulation to stay sane  I literally need university and education in my life more than I need certain people ,sane,positive
965,7 EASY TIPS ON HOW TO WRITE AN EFFECTIVE ESSAY  Now that classes have moved online  this seems more necessary than  ,"easy, effective",positive
966,Can college students get a refund for housing and meal plans  At UA  yes  At ASU and NAU  no   via  azcentral,refund,positive
967, hilarybennmp sir  would you class universities  being an education provider  as a school when it comes to the gove  ,,neutral
968,RT  VanessaMiller12  University of Iowa  Match Day  scuttled by COVID 19    It was disappointing   ,disappointing,negative
969,Awesome    NoonsCreek Hatchery is 100  volunteer operated salmon hatchery  water quality testing and environmental  ,awesome,positive
970,RT  MomentsWithBren  2  University of the People UoPeople Our mission is to ensure that no student will be denied the right to access high,"right, denied",neutral
971,Im excited to announce I will be continuing my education and baseball career at the University of Louisiana Monroe  ,excited,positive
972,Nobody does  tone deaf  better than Michael Crowe  ,"better, deaf",neutral
973, AngelaRayner Just give out the university places to those that want them  Will revolutionise our education system  ,,neutral
974,Pitt gives students option to forgo letter grades  ,,neutral
975,RT  GalvNews  The University of Texas Medical Branch has been closely monitoring the spread of COVID 19  We also have been planning around,,neutral
976,The University of Texas Medical Branch has been closely monitoring the spread of COVID 19  We also have been planni  ,,neutral
977,University of Iowa Match Day scuttled by COVID 19    ,,neutral
978,University of Iowa  Match Day  scuttled by COVID 19    It was disappointing   ,disappointing,negative
979,A little life update Today I made it official and will be continuing my education beginning this summer term at T  ,,neutral
980,Can college students get a refund for housing and meal plans  At UA  yes  At ASU and NAU  no    ,refund,positive
981,Invited interview for the  podcast on the Scott Thompson Show out of Ontario  Canada on 900 CHML  Check in at 30 00  ,,neutral
982,RT  As7rafMo7ammed  Our health is important than education   We cant go to University or study because of CORONA We have to stay HOME  ,important,positive
983, raj canada  LEGO Education Hmmm  theres a story there in that creation   We are imagining it    Love the stairs a  ,love,positive
984,RT  Bschackner  Bye bye letter grades  Once tens of thousands of  Pitt students get home from a campus semester shortened by  pandemic  the,,neutral
985,RT  freakonometrics  Les universits de Montral vont toutes reprendre les cours     Toutes   Non  Un village rsi,,neutral
986,RT  WCU ED  Remember that one teacher who made a  difference in your life  Become the change maker in your community  William Carey Univers,,neutral
987,Find the best universities for computer science using Times Higher Educations World University Rankings data  ,best,positive
988,Lego Day 3 challenge  Aarush  LEGO Education  Churchvilleps  ,,neutral
989,While I am questioning MUCH of Premier Ford s  advice  this is his thoughtful full press conference re  2 wk plus   ,"premier, thoughtful",positive
990,Mizzou chancellor leaving for University of Central Florida  ,,neutral
991,Just a friendly reminder that your university does not care about you  Theyre just pretending to so they wont be  ,friendly,positive
992, ReynoldsShook They also said  we need to be planning for the future university  not just the present day universit  ,,neutral
